[14:53:06] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[14:53:06] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[14:53:06] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_311, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_311
[14:53:06] [main/DEBUG] [FML]: Java classpath at launch is:
[14:53:06] [main/DEBUG] [FML]:     server.jar
[14:53:06] [main/DEBUG] [FML]: Java library path at launch is:
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\system32
[14:53:06] [main/DEBUG] [FML]:     C:\Windows
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\OpenSSH\
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[14:53:06] [main/DEBUG] [FML]:     C:\dev\src\Git\cmd
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39\Scripts\
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39\
[14:53:06] [main/DEBUG] [FML]:     C:\Users\PC\AppData\Local\Microsoft\WindowsApps
[14:53:06] [main/DEBUG] [FML]:     C:\dev\ides\PyCharm Community Edition 2021.1.3\bin
[14:53:06] [main/DEBUG] [FML]:     
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39_selenium\chromedriver.exe
[14:53:06] [main/DEBUG] [FML]:     C:\Users\PC\AppData\Local\Google\Cloud SDK\google-cloud-sdk\bin
[14:53:06] [main/DEBUG] [FML]:     .
[14:53:06] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: C:\Users\PC\Desktop\Server\libraries
[14:53:06] [main/DEBUG] [FML]: Cleaning up mods folder: .\mods
[14:53:06] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[14:53:20] [Server thread/TRACE] [FML]: Testing mod wearablebackpacks to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod wearablebackpacks accepts its own version (3.1.4)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into wearablebackpacks
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for wearablebackpacks
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into wearablebackpacks for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod wearablebackpacks
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Wearable Backpacks took 0.021s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod corpsecomplex
[14:53:20] [Server thread/TRACE] [FML]: Mod corpsecomplex is using network checker : Accepting version 1.0.12.0
[14:53:20] [Server thread/TRACE] [FML]: Testing mod corpsecomplex to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod corpsecomplex accepts its own version (1.0.12.0)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into corpsecomplex
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for corpsecomplex
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for c4.corpsecomplex.proxy.CommonProxy for mod corpsecomplex
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class c4.corpsecomplex.proxy.CommonProxy
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for c4.corpsecomplex.common.helpers.ModuleHelper$ConfigChangeHandler for mod corpsecomplex
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class c4.corpsecomplex.common.helpers.ModuleHelper$ConfigChangeHandler
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into corpsecomplex for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod corpsecomplex
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Corpse Complex took 0.011s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod craftablechainmail
[14:53:20] [Server thread/TRACE] [FML]: Mod craftablechainmail is using network checker : Accepting version 1.0
[14:53:20] [Server thread/TRACE] [FML]: Testing mod craftablechainmail to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod craftablechainmail accepts its own version (1.0)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into craftablechainmail
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for craftablechainmail
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for moddy10.craftablechainmail.proxy.CommonProxy for mod craftablechainmail
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class moddy10.craftablechainmail.proxy.CommonProxy
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into craftablechainmail for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod craftablechainmail
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Craftable Chainmail took 0.003s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod craftablehorsearmour
[14:53:20] [Server thread/TRACE] [FML]: Mod craftablehorsearmour is using network checker : Accepting version 1.3
[14:53:20] [Server thread/TRACE] [FML]: Testing mod craftablehorsearmour to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod craftablehorsearmour accepts its own version (1.3)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into craftablehorsearmour
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for craftablehorsearmour
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into craftablehorsearmour for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod craftablehorsearmour
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Craftable Horse Armour [CHA&S] took 0.001s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod crafttweakerjei
[14:53:20] [Server thread/TRACE] [FML]: Mod crafttweakerjei is using network checker : Accepting version 2.0.3
[14:53:20] [Server thread/TRACE] [FML]: Testing mod crafttweakerjei to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod crafttweakerjei accepts its own version (2.0.3)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Skipping proxy injection for com.blamejared.ctgui.MTRecipe.PROXY since it is not for mod crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Skipping proxy injection for crafttweaker.mc1120.CraftTweaker.PROXY since it is not for mod crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into crafttweakerjei for type INSTANCE
[14:53:20] [Server thread/DEBUG] [FML]: Skipping @net.minecraftforge.fml.common.Mod$Instance injection for com.blamejared.ctgui.MTRecipe.INSTANCE since it is not for mod crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Skipping @net.minecraftforge.fml.common.Mod$Instance injection for crafttweaker.mc1120.CraftTweaker.INSTANCE since it is not for mod crafttweakerjei
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod crafttweakerjei
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - CraftTweaker JEI Support took 0.010s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod creativecore
[14:53:20] [Server thread/DEBUG] [forge]: Preloading CrashReport Classes
[14:53:20] [Server thread/DEBUG] [forge]: 	com/creativemd/creativecore/common/world/CreativeWorld$1
[14:53:20] [Server thread/TRACE] [FML]: Mod creativecore is using network checker : Accepting version 1.10.0
[14:53:20] [Server thread/TRACE] [FML]: Testing mod creativecore to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod creativecore accepts its own version (1.10.0)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into creativecore
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for creativecore
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into creativecore for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod creativecore
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - CreativeCore took 0.011s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod defiledlands
[14:53:20] [Server thread/TRACE] [FML]: Mod defiledlands is using network checker : Accepting version 1.4.3
[14:53:20] [Server thread/TRACE] [FML]: Testing mod defiledlands to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod defiledlands accepts its own version (1.4.3)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModPotions for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModPotions
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModItems for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModItems
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModEnchantments for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModEnchantments
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModSounds for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModSounds
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.util.RavagingDropHandler for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.util.RavagingDropHandler
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModEntities for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModEntities
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModBlocks for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModBlocks
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.potion.PotionHooks for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.potion.PotionHooks
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModRecipes for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModRecipes
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for lykrast.defiledlands.common.init.ModBiomes for mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class lykrast.defiledlands.common.init.ModBiomes
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into defiledlands for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod defiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Defiled Lands took 0.080s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod disenchanter
[14:53:20] [Server thread/TRACE] [FML]: Mod disenchanter is using network checker : Accepting version 1.8
[14:53:20] [Server thread/TRACE] [FML]: Testing mod disenchanter to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod disenchanter accepts its own version (1.8)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into disenchanter
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for disenchanter
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for de.impelon.disenchanter.DisenchanterMain for mod disenchanter
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class de.impelon.disenchanter.DisenchanterMain
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for de.impelon.disenchanter.DisenchanterConfig$EventHandler for mod disenchanter
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class de.impelon.disenchanter.DisenchanterConfig$EventHandler
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into disenchanter for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod disenchanter
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Disenchanter took 0.021s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod dldungeonsjbg
[14:53:20] [Server thread/TRACE] [FML]: Mod dldungeonsjbg is using network checker : No network checking performed
[14:53:20] [Server thread/TRACE] [FML]: Testing mod dldungeonsjbg to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod dldungeonsjbg accepts its own version (1.14.10)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into dldungeonsjbg
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for dldungeonsjbg
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into dldungeonsjbg for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod dldungeonsjbg
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Doomlike Dungeons took 0.007s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod sereneseasons
[14:53:20] [Server thread/TRACE] [FML]: Mod sereneseasons is using network checker : Accepting version 1.2.18
[14:53:20] [Server thread/TRACE] [FML]: Testing mod sereneseasons to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod sereneseasons accepts its own version (1.2.18)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into sereneseasons
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for sereneseasons
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for sereneseasons.config.FertilityConfig for mod sereneseasons
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class sereneseasons.config.FertilityConfig
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into sereneseasons for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod sereneseasons
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Serene Seasons took 0.010s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod orelib
[14:53:20] [Server thread/TRACE] [FML]: Mod orelib is using network checker : No network checking performed
[14:53:20] [Server thread/TRACE] [FML]: Testing mod orelib to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod orelib accepts its own version (3.6.0.1)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into orelib
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for orelib
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for org.orecruncher.LibOptions for mod orelib
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class org.orecruncher.LibOptions
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into orelib for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod orelib
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - OreLib Support Mod took 0.015s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod dsurround
[14:53:20] [Server thread/TRACE] [FML]: Mod dsurround is using network checker : Invoking method checkModLists
[14:53:20] [Server thread/TRACE] [FML]: Testing mod dsurround to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod dsurround accepts its own version (3.6.2.1)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for org.orecruncher.dsurround.registry.RegistryManager for mod dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class org.orecruncher.dsurround.registry.RegistryManager
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for org.orecruncher.dsurround.capabilities.CapabilityEntityData$EventHandler for mod dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class org.orecruncher.dsurround.capabilities.CapabilityEntityData$EventHandler
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for org.orecruncher.dsurround.capabilities.CapabilityDimensionInfo$EventHandler for mod dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class org.orecruncher.dsurround.capabilities.CapabilityDimensionInfo$EventHandler
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for org.orecruncher.dsurround.network.Network for mod dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class org.orecruncher.dsurround.network.Network
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into dsurround for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod dsurround
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Dynamic Surroundings took 0.030s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod dynamictrees
[14:53:20] [Server thread/TRACE] [FML]: Mod dynamictrees is using network checker : Accepting version 1.12.2-0.9.27
[14:53:20] [Server thread/TRACE] [FML]: Testing mod dynamictrees to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod dynamictrees accepts its own version (1.12.2-0.9.27)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModRecipes for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModRecipes
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModItems for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModItems
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModEntities for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModEntities
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModModels for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModModels
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModTrees for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModTrees
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.ferreusveritas.dynamictrees.ModBlocks for mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.ferreusveritas.dynamictrees.ModBlocks
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into dynamictrees for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod dynamictrees
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Dynamic Trees took 0.033s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod dynamictreesdefiledlands
[14:53:20] [Server thread/TRACE] [FML]: Mod dynamictreesdefiledlands is using network checker : Accepting version 1.12.2-1.0.0
[14:53:20] [Server thread/TRACE] [FML]: Testing mod dynamictreesdefiledlands to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod dynamictreesdefiledlands accepts its own version (1.12.2-1.0.0)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into dynamictreesdefiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for dynamictreesdefiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for maxhyper.dynamictreesdefiledlands.ModContent for mod dynamictreesdefiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class maxhyper.dynamictreesdefiledlands.ModContent
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into dynamictreesdefiledlands for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod dynamictreesdefiledlands
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Dynamic Trees for Defiled Lands took 0.015s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod traverse
[14:53:20] [Server thread/TRACE] [FML]: Mod traverse is using network checker : Accepting version 1.6.0
[14:53:20] [Server thread/TRACE] [FML]: Testing mod traverse to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod traverse accepts its own version (1.6.0)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into traverse
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for traverse
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for prospector.traverse.TraverseCommon for mod traverse
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class prospector.traverse.TraverseCommon
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for prospector.traverse.world.TraverseWorld for mod traverse
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class prospector.traverse.world.TraverseWorld
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into traverse for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod traverse
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Traverse took 0.110s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod dttraverse
[14:53:20] [Server thread/TRACE] [FML]: Mod dttraverse is using network checker : Accepting version 1.12.2-2.1
[14:53:20] [Server thread/TRACE] [FML]: Testing mod dttraverse to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod dttraverse accepts its own version (1.12.2-2.1)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into dttraverse
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for dttraverse
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for dttraverse.ModContent for mod dttraverse
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class dttraverse.ModContent
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @Config classes into dttraverse for type INSTANCE
[14:53:20] [Server thread/TRACE] [FML]: Sent event FMLConstructionEvent to mod dttraverse
[14:53:20] [Server thread/DEBUG] [FML]: Bar Step: Construction - Dynamic Trees for Traverse took 0.016s
[14:53:20] [Server thread/TRACE] [FML]: Sending event FMLConstructionEvent to mod elenaidodge
[14:53:20] [Server thread/TRACE] [FML]: Mod elenaidodge is using network checker : Accepting version 2.1
[14:53:20] [Server thread/TRACE] [FML]: Testing mod elenaidodge to verify it accepts its own version in a remote connection
[14:53:20] [Server thread/TRACE] [FML]: The mod elenaidodge accepts its own version (2.1)
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @SidedProxy classes into elenaidodge
[14:53:20] [Server thread/DEBUG] [FML]: Attempting to inject @EventBusSubscriber classes into the eventbus for elenaidodge
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.elenai.elenaidodge.util.PatronRewardHandler for mod elenaidodge
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.elenai.elenaidodge.util.PatronRewardHandler
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.elenai.elenaidodge.proxy.CommonProxy for mod elenaidodge
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.elenai.elenaidodge.proxy.CommonProxy
[14:53:20] [Server thread/DEBUG] [FML]: Registering @EventBusSubscriber for com.elenai.elenaidodge.proxy.ServerProxy for mod elenaidodge
[14:53:20] [Server thread/DEBUG] [FML]: Injected @EventBusSubscriber class com.elenai.elenaidodge.proxy.ServerProxy
